,label,text
8315,1,"A lady teacher warning her students about their behavior in a museum setting, and inviting them to be quite. A group of kids, sitting on the floor, in an art museum listening to an older lady. Someone in a museum explaining something to other people, who are sitting down. An old woman is explaining old artifacts in a museum to a class. ||| A group doing activities."
8316,2,"Girl in black pants and an orange top jumping with one leg outstretched and foot pointed other in background dressed the same. Outdoors, girl in orange dress dancing as other dancers huddle in background. An Irish dancer performs a solo. A woman in tights dances. ||| Girls taking a picture."
8317,1,A baby is peeking over the top of a blue playpen. A baby looks out over the edge of its playpen. A baby is peeking his head over blue playpen. A baby peeking out from inside her cot ||| A child standing.
8318,1,"Two young men with shaggy hair are waiting outside, wearing warm clothes and backpacks. Two long-haired boys are by a white window. Two teenage boys walking on the street. Two young men walking together. ||| Men with long hair standing."
8319,2,"A young boy with blue eyes, wearing a red shirt drinks from a metallic pouch with a straw. A kid is drinking juice out of a juice packet. A little boy is drinking from a juice packet. A kid finishing a juice box. ||| A man sipping."
8320,0,School children dressed in their uniforms look around at their surroundings in the classroom. Young students in a rural school long to be released from the classroom. Young African children are attending class in a one room schoolhouse. Asian little kids in a school waiting for a teacher. ||| Children listening.
8321,2,A scuba diver stands on top of rocks after emerging from the water. A man admires a rock formation on the water. A man kicks a large rock near the ocean. A man stands by a boulder near an ocean. ||| A man throwing rocks into a stream.
8322,1,"A middle-aged man stands in wet, unpaved cement with a somewhat puzzled look on his face. A man is smoothing concrete inside a building wearing jeans and a wife-beater. An older man with a dirty shirt is working in construction. An older workman is standing in wet cement with a trowel. ||| A man holding something."
8323,0,Five women are all sitting on the floor together working on a project. Five women sitting on the floor sewing on a mutual project. These five people are working together on an art project. Five women working on a craft together. ||| A group knitting.
8324,1,A small group of adult males enjoy a conversation in an architecturally sound building. A group of young males standing around a table. People conversing in a casual setting. People standing in a corner. ||| A group having their picture taken.
8325,0,A young woman in a yellow shirt is walking down the street. A woman in a yellow shirt is walking past a yellow SUV. A woman in a yellow shirt is waling down the sidewalk. A woman in a yellow shirt walking by a parking lot. ||| An African American woman walks.
8326,2,The boy in the black t-shirt is jumping his skateboard over a railing near a path. A boy on a skateboard sliding on a rail. A boy jumps high on his skateboard. A skateboarder rides the rails. ||| Man skateboarding.
8327,0,A group of people are disembarking from a boat at a harbor on a bright sunny day. People stand on boat dock waiting for their boat to arrive. A crowd next to a lake on a port next to a boat Many people stand on a dock near a boat. ||| A group gathered around a truck.
8328,0,"Blond woman in black cycling outfit and bicycle helmet getting on a ten speed bike. Blond bicyclist wearing a helmet and pink goggles, looks down. A female wearing bicycle racing gear and a helmet is on a bike. A woman in black and white is on a bicycle. ||| A woman standing."
8329,2,A group of four young men and one young woman holding spray paint cans and smiling next to their artwork. A group of men and a woman are standing with spray paint cans. A group of young adults spray paint large art boards. Five youngsters making graffiti. ||| A farmer stands.
8330,1,A man is jumping on another man with a white face and long hair in a wrestling Ring. A professional wrestler takes a flying leap onto another wrestler. A man performs a wrestling move on the wrestler in the rink. People are watching the wrestler fall. ||| A fighter falling.
8331,1,A small girl walking through a greenhouse with a brick path. A little girl walks on a path of an indoor garden. A child is walking along a stone pathway. Young girl walking through a greenhouse ||| A toddler walking.
